Y;in_transit_qty;forecast_3_month;sales_1_month;sales_3_month;min_bank;potential_issue;pieces_past_due;local_bo_qty;deck_risk;oe_constraint;ppap_risk;stop_auto_buy;rev_stop
0;0;100;6;44;22;0;0;0;0;0;0;1;0
0;0;320;96;237;255;0;0;0;0;0;0;1;0
0;0;0;2;6;0;0;0;0;1;0;0;0;0
0;0;8;3;11;1;0;0;0;0;0;0;1;0
0;0;12;0;14;4;0;0;0;0;0;1;1;0
0;2;0;6;35;37;0;0;0;0;0;0;1;0
0;0;192;27;97;40;0;0;0;0;0;0;1;0
0;24;35;27;68;60;0;0;0;0;0;0;1;0
0;0;174;15;47;56;0;0;0;0;0;0;1;0
0;0;100;32;106;88;0;0;0;0;0;0;1;0
0;0;58;6;51;25;0;0;0;0;0;0;1;0
0;2940;12216;3691;13236;6355;0;0;0;0;0;0;1;0
0;0;0;0;10;3;0;0;0;0;0;0;1;0
0;30;0;323;1069;484;0;0;0;0;0;0;1;0
0;0;11400;3757;12128;3764;0;0;0;0;0;0;1;0
0;0;200;94;298;165;0;0;0;0;0;0;1;0
0;0;0;4;7;3;0;0;0;0;0;0;1;0
0;0;200;46;205;84;0;0;0;0;0;0;1;0
0;0;0;14;59;31;0;0;0;0;0;0;1;0
0;0;0;399;1079;404;0;0;0;0;0;0;1;0
0;15;800;72;308;102;0;0;0;0;0;1;1;0
0;104;0;648;1724;452;0;0;0;0;0;0;1;0
0;550;7000;769;2358;916;0;0;0;0;0;0;1;0
0;0;0;4;12;3;0;0;0;0;0;0;1;0
0;0;176;8;28;5;0;0;0;0;0;1;1;0
0;216;518;105;421;222;0;0;0;0;0;0;1;0
0;0;0;9;9;7;0;0;0;1;0;0;1;0
0;0;0;4;7;1;0;0;0;1;0;0;1;0
0;98;72;19;60;54;0;0;0;0;0;0;1;0
0;0;0;38;155;52;0;0;0;0;0;1;0;0
0;0;0;0;13;3;0;0;0;0;0;0;1;0
0;13;0;1;6;23;0;0;0;0;0;0;1;0
0;7;0;14;32;17;0;0;0;0;0;0;1;0
0;0;100;8;30;15;0;0;0;0;0;0;1;0
0;13;0;34;60;34;0;0;0;0;0;0;1;0
0;34;108;24;94;65;0;0;0;0;0;0;1;0
0;60;0;20;55;19;0;0;0;0;0;0;1;0
0;0;4;1;2;3;0;0;0;0;0;0;1;0
0;103;333;24;113;72;0;0;0;0;0;0;1;0
0;15;0;64;211;47;0;0;0;0;0;0;1;0
0;0;60;17;65;46;0;0;0;0;0;1;1;0
0;0;0;5;17;0;0;0;0;0;0;0;1;0
0;25;164;49;113;18;0;0;0;0;0;1;1;0
0;0;0;1;8;1;0;0;0;0;0;1;1;0
0;6;0;25;82;47;0;0;0;0;0;1;1;0
0;0;5;0;0;7;0;0;0;0;0;0;1;0
0;623;2400;811;2656;613;0;0;0;0;0;0;1;0
0;0;0;16;802;121;0;0;0;0;0;0;1;0
0;14;56;16;68;32;0;0;0;0;0;0;1;0
0;33;140;56;167;70;0;0;0;0;0;0;1;0
0;0;0;4;8;0;0;0;0;1;0;1;1;0
0;0;0;11;26;5;0;0;0;1;0;0;1;0
0;0;12;5;16;7;0;0;0;0;0;0;1;0
0;0;0;2;14;3;0;0;0;0;0;0;1;0
0;1;4;0;3;0;0;0;0;0;0;0;1;0
0;0;22;4;15;11;0;0;0;0;0;0;1;0
0;14;59;17;40;33;0;0;0;0;0;0;1;0
0;204;500;143;539;157;0;0;0;0;0;0;1;0
0;0;5;6;12;0;0;0;0;0;0;0;1;0
0;0;0;11;35;27;0;0;0;0;0;0;1;0
0;0;0;3;12;2;0;0;0;1;0;1;1;0
0;60;140;35;143;59;0;0;0;0;0;0;1;0
0;0;1;0;1;1;0;0;0;0;0;0;0;0
0;27;36;21;66;38;0;0;0;0;0;0;1;0
0;0;0;1;1;8;0;0;0;1;0;1;1;0
0;0;0;1;5;3;0;0;0;1;0;0;1;0
0;4;7;3;14;11;0;0;0;0;0;0;1;0
0;26;180;57;201;144;0;0;0;0;0;0;1;0
0;50;0;13;25;18;0;0;1;0;0;1;1;0
0;0;0;0;1;4;0;0;0;1;0;0;1;0
0;1;0;35;107;33;0;0;0;0;0;0;1;0
0;0;2;1;2;3;0;0;0;0;0;1;1;0
0;0;34;14;41;10;0;0;0;0;0;0;1;0
0;1;6;4;13;10;0;0;0;0;0;0;1;0
0;0;120;55;244;87;0;0;0;0;0;0;1;0
0;0;32;6;33;12;0;0;0;0;0;0;1;0
0;0;6;1;4;2;0;0;0;0;0;0;1;0
0;0;51;0;12;21;0;0;0;0;0;0;1;0
0;16;0;15;55;18;0;0;0;1;0;1;1;0
0;20;0;4;11;1;0;0;0;0;0;0;1;0
0;0;0;1;9;0;0;0;0;0;0;0;1;0
0;1;0;2;8;3;0;0;0;0;0;0;1;0
0;17;17;0;13;6;0;0;0;0;0;0;1;0
0;0;0;3;6;0;0;0;0;0;0;1;1;0
0;0;0;7;23;2;0;0;0;0;0;0;1;0
0;0;72;0;0;0;0;0;0;0;0;0;1;0
0;0;0;3;15;6;0;0;0;1;0;1;1;0
0;1;0;11;34;17;0;0;0;0;0;0;1;0
0;0;2;0;3;1;0;0;0;0;0;0;1;0
0;0;14;4;12;0;0;0;0;0;0;0;1;0
0;5;0;8;30;23;0;0;0;0;0;0;1;0
0;0;0;1;4;3;0;0;0;0;0;0;1;0
0;34;120;22;112;53;0;0;0;0;0;0;1;0
0;6;0;11;44;109;0;0;0;0;0;0;1;0
0;0;0;15;35;19;0;0;0;0;0;1;0;0
0;0;0;2;3;3;0;0;0;1;0;0;1;0
0;43;920;297;938;136;0;0;0;0;0;0;1;0
0;3;72;13;37;15;0;0;0;0;0;0;1;0
0;0;0;2;2;5;0;0;0;1;0;0;1;0
0;330;435;151;482;106;0;0;0;0;0;0;1;0
0;12;55;30;93;97;0;0;0;0;0;0;1;0
0;71;0;190;728;255;0;0;0;0;0;1;1;0
0;0;0;7;27;24;0;0;0;0;0;1;1;0
0;0;0;4;12;5;0;0;0;0;0;0;1;0
0;24;360;187;572;49;0;0;0;0;0;0;1;0
0;29;162;59;187;73;0;0;0;0;0;0;1;0
0;110;740;265;710;150;0;0;0;0;0;0;1;0
0;0;0;50;125;0;0;0;0;0;0;0;1;0
0;0;0;0;10;15;0;0;0;1;0;0;1;0
0;7;0;607;4865;2649;0;0;0;0;0;1;1;0
0;5;0;0;1;3;0;0;0;0;0;0;0;0
0;0;31;8;21;6;0;0;0;0;0;1;1;0
0;0;15;2;12;19;0;0;0;0;0;0;1;0
0;6;10;3;22;0;0;0;0;0;0;0;1;0
0;0;7;0;1;0;0;0;0;1;0;0;0;0
0;3;0;0;6;6;0;0;0;0;0;1;1;0
0;120;65;0;0;0;0;0;0;0;0;0;1;0
0;12;12;6;38;5;0;0;0;0;0;0;1;0
0;0;0;9;19;4;0;0;0;0;0;0;1;0
0;6;0;4;29;22;0;0;0;0;0;0;1;0
0;1;19;39;60;12;0;0;0;0;0;0;1;0
0;52;60;117;269;39;0;0;0;0;0;0;1;0
0;0;9;1;2;1;0;0;5;0;0;0;1;0
0;2695;87;774;2232;147;0;0;0;0;0;0;1;0
0;2;0;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;16;0;0;0;0;0;0;0;1;0
0;0;0;3;9;0;0;0;0;0;0;1;1;0
0;0;0;8;25;13;0;0;0;0;0;0;1;0
0;0;0;2;6;2;0;0;0;0;0;1;0;0
0;0;0;18;49;0;0;0;0;0;0;1;1;0
0;200;0;13;51;27;0;0;0;0;0;0;1;0
0;30;1500;544;1291;175;0;0;0;0;0;0;1;0
0;0;287;57;189;140;0;0;3;0;0;0;1;0
0;0;1;2;10;2;0;0;0;0;0;1;1;0
0;0;10;1;4;1;0;0;0;0;0;0;1;0
0;49;320;84;222;53;0;0;0;0;0;0;1;0
0;1;0;7;26;0;0;0;0;0;0;0;1;0
0;26;100;27;89;40;0;0;0;0;0;0;1;0
0;17;10;15;35;32;0;0;0;0;0;0;1;0
0;3;0;11;26;19;0;0;0;0;0;0;1;0
0;0;0;4;8;5;0;0;0;0;0;0;1;0
0;14;161;51;185;71;0;0;0;0;0;0;1;0
0;0;0;7;12;0;0;0;0;0;0;0;1;0
0;44;350;81;324;116;0;0;0;0;0;0;1;0
0;0;12;12;14;2;0;0;4;0;0;0;1;0
0;0;40;1;14;0;0;0;0;0;0;0;1;0
0;36;189;80;251;24;0;0;0;0;0;0;1;0
0;0;0;3;16;1;0;0;0;0;0;0;1;0
0;96;240;79;220;76;0;0;0;0;0;0;1;0
0;171;496;211;703;179;0;0;0;0;0;0;1;0
0;18;360;107;325;101;0;0;0;0;0;1;1;0
0;0;0;4;19;0;0;0;0;0;0;0;1;0
0;0;0;12;43;2;0;0;0;1;0;0;1;0
0;0;288;27;168;81;0;0;0;0;0;0;1;0
0;7587;9875;3397;9576;3176;0;0;18;0;0;0;1;0
0;0;0;0;2;2;0;0;0;1;0;1;1;0
0;3;0;21;82;62;0;0;0;0;0;1;1;0
0;0;0;0;8;2;0;0;0;0;0;0;1;0
0;22;55;24;91;33;0;0;0;0;0;0;1;0
0;5;508;81;307;127;0;0;0;0;0;0;1;0
0;0;14;4;15;5;0;0;0;0;0;0;1;0
0;63;174;65;153;330;0;0;0;0;0;0;1;0
0;34;0;22;81;26;0;0;0;0;0;0;1;0
0;0;26;6;33;21;0;0;0;0;0;0;1;0
0;0;5;2;6;0;0;0;0;0;0;0;1;0
0;20;258;80;234;74;0;0;8;0;0;1;1;0
0;0;0;3;10;2;0;0;0;0;0;0;1;0
0;1;0;0;3;3;0;0;0;0;0;0;1;0
0;473;1680;551;1833;529;0;0;0;0;0;0;1;0
0;20;144;52;170;57;0;0;0;0;0;0;1;0
0;63;22;25;61;35;0;0;0;0;0;0;1;0
0;0;10;0;1;0;0;0;0;0;0;0;1;0
0;0;8;2;5;11;0;0;0;0;0;0;1;0
0;0;0;13;43;0;0;0;0;0;0;0;1;0
0;9;0;9;61;28;0;0;0;0;0;1;1;0
0;54;134;25;139;0;0;0;0;0;0;0;1;0
0;40;116;50;155;34;0;0;1;0;0;0;1;0
0;0;0;10;18;0;0;0;0;0;0;0;1;0
0;0;10;0;2;0;0;0;1;0;0;0;1;0
0;0;5;1;5;0;0;0;0;0;0;0;1;0
0;50;150;84;233;83;0;0;0;0;0;0;1;0
0;0;0;69;194;104;0;0;0;0;0;0;1;0
0;6;248;168;337;79;0;0;14;0;0;0;1;0
0;0;0;5;13;0;0;0;0;0;0;0;1;0
0;50;150;30;109;52;0;0;0;0;0;0;1;0
0;604;1903;385;1099;528;0;0;0;0;0;0;1;0
0;0;0;3;19;0;0;0;0;0;0;0;1;0
0;0;14;2;6;0;0;0;0;0;0;0;1;0
0;2;4;0;0;1;0;0;0;1;0;0;1;0
0;18;10;1;5;14;0;0;0;0;0;0;1;0
0;0;770;224;792;178;0;0;0;0;0;1;1;0
0;0;4;8;28;0;0;0;0;0;0;1;1;0
0;7;30;8;27;0;0;0;0;0;0;0;1;0
0;22;110;26;118;6;0;0;0;0;0;1;1;0
0;0;12;4;15;0;0;0;0;0;0;0;1;0
0;8;877;163;1155;93;0;0;0;0;0;0;1;0
0;0;0;0;5;3;0;0;0;0;0;0;1;0
0;0;19;31;134;5;0;0;0;0;0;0;1;0
0;0;5;4;7;0;0;0;0;0;0;0;1;0
0;0;0;2;6;1;0;0;0;1;0;0;1;0
0;0;13;1;10;0;0;0;0;0;0;0;1;0
0;30;0;0;0;0;0;0;0;0;0;1;1;0
0;0;48;21;56;2;0;0;0;0;0;1;1;0
0;12;90;33;58;0;0;0;0;0;0;0;1;0
0;0;54;20;37;14;0;0;0;0;0;0;1;0
0;0;10;4;13;2;0;0;0;0;0;0;1;0
0;0;0;18;23;0;0;0;0;0;0;0;1;0
0;38;260;105;329;102;0;0;0;0;0;0;1;0
0;0;0;5;23;0;0;0;0;0;0;0;1;0
0;0;1;1;3;1;0;0;0;0;0;0;1;0
0;6;0;14;32;0;0;0;0;0;0;0;1;0
1;0;4879;1054;4036;574;0;0;611;0;0;0;1;0
0;0;0;0;19;8;0;0;0;0;0;0;1;0
1;0;21;13;32;0;0;0;0;0;0;0;1;0
0;0;0;5;17;6;0;0;0;0;0;0;1;0
0;15;47;50;84;26;0;0;0;0;0;0;1;0
0;6;28;5;20;5;0;0;0;0;0;0;1;0
0;400;2440;653;2130;546;0;0;0;0;0;0;1;0
1;0;47;8;33;6;0;0;0;0;0;0;1;0
0;6;36;4;15;0;0;0;0;0;0;0;1;0
0;43;120;36;154;80;0;0;0;0;0;0;1;0
0;112;412;110;306;0;0;0;0;0;0;0;1;0
0;0;8;2;8;1;0;0;0;0;0;0;1;0
0;0;12;5;22;0;0;0;0;0;0;0;1;0
0;0;19;8;18;0;0;0;0;0;0;0;1;0
0;167;1056;304;1459;318;0;0;0;0;0;0;1;0
0;9;78;30;86;30;0;0;0;0;0;0;1;0
1;0;4;3;11;0;0;0;0;0;0;0;1;0
0;0;93;38;45;14;0;0;16;0;0;0;1;0
0;0;0;3;29;20;0;0;0;0;0;0;1;0
0;0;32;5;20;0;0;0;0;0;0;0;1;0
0;0;0;243;929;358;0;0;0;0;0;0;1;0
0;0;20;0;2;0;0;0;0;1;0;0;1;0
1;1;135;21;58;36;0;0;0;0;0;0;1;0
0;0;0;10;139;99;0;0;0;0;0;1;1;0
0;0;0;1;2;4;0;0;0;1;0;0;1;0
0;0;40;0;40;18;0;0;0;0;0;1;1;0
0;160;0;37;180;70;0;0;0;0;0;0;1;0
0;0;726;35;174;72;0;0;5;0;0;1;1;0
1;0;1;1;2;1;0;0;0;0;0;0;1;0
0;110;450;181;578;317;0;0;0;0;0;0;1;0
0;30;90;28;95;42;0;0;1;0;0;0;1;0
0;0;37;26;66;75;0;0;0;0;0;0;1;0
0;0;0;0;5;4;0;0;0;0;0;0;1;0
0;1;1;1;3;1;0;0;0;0;0;0;1;0
0;0;21;5;19;0;0;0;0;0;0;0;1;0
0;5;0;1;2;4;0;0;0;0;0;0;1;0
0;0;5;0;1;0;0;0;0;0;0;0;1;0
0;9;40;11;34;28;0;0;0;0;0;0;1;0
0;0;0;1;12;1;0;0;0;0;0;0;1;0
0;0;0;7;19;14;0;0;0;1;0;0;1;0
0;0;0;14;37;4;0;0;0;0;0;0;1;0
0;0;0;5;14;3;0;0;0;0;0;0;1;0
0;159;276;77;328;101;0;0;1;0;0;0;1;0
0;14;0;27;55;25;0;0;0;0;0;0;1;0
0;23;500;144;473;92;0;0;0;0;0;0;1;0
0;82;1597;563;1785;847;0;0;0;0;0;0;1;0
0;24;113;26;87;37;0;0;1;0;0;0;1;0
0;1;1;1;2;1;0;0;0;0;0;0;1;0
0;0;0;6;72;96;0;0;0;0;0;0;1;0
0;32;110;59;193;55;0;0;0;0;0;0;1;0
0;3;0;9;20;24;0;0;0;0;0;0;1;0
0;0;2;0;1;0;0;0;0;0;0;1;1;0
0;18;55;27;68;16;0;0;0;0;0;0;1;0
0;0;19;2;12;13;0;0;0;0;0;0;1;0
0;0;14;18;76;21;0;0;0;0;0;0;1;0
0;0;60;6;19;17;0;0;0;0;0;0;1;0
0;0;0;18;98;32;0;0;0;1;0;0;1;0
0;17;40;14;68;47;0;0;0;1;0;0;1;0
0;0;4;0;1;0;0;0;0;1;0;0;1;0
0;88;0;100;106;199;0;0;0;0;0;1;1;0
0;0;0;0;27;21;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;0;1;0;1;1;0
0;0;40;0;0;0;0;0;0;1;0;0;1;0
0;0;0;1;2;9;0;0;0;0;0;0;1;0
0;1;0;0;2;0;0;0;0;0;0;0;1;0
0;6;0;0;0;1;0;0;0;1;0;0;1;0
0;5;0;0;3;1;0;0;0;1;0;0;1;0
0;2;0;0;0;12;0;0;0;1;0;0;1;0
0;0;88;0;0;9;0;0;0;0;0;0;1;0
0;0;82;0;0;2;0;0;0;1;0;0;1;0
1;0;0;1;2;0;0;0;0;1;0;0;1;0
0;2;134;36;116;17;0;0;0;0;0;1;1;0
0;35;65;0;84;11;0;0;0;1;0;0;1;0
0;6;0;0;0;0;0;0;0;0;0;0;1;0
0;0;4;0;1;0;0;0;0;0;0;0;1;0
0;0;5;0;1;0;0;0;0;1;0;1;1;0
0;24;0;0;0;2;0;0;0;1;0;1;1;0
0;9;0;0;0;0;0;0;0;1;0;0;1;0
0;0;0;0;4;17;0;0;0;1;0;0;1;0
0;9194;1440;2235;9893;1863;0;0;0;0;0;0;1;0
0;0;0;3;10;3;0;0;0;0;0;0;1;0
0;0;0;3;9;0;0;0;0;1;0;0;1;0
0;0;0;0;0;5;0;0;0;1;0;0;1;0
0;0;11;4;9;0;0;0;0;0;0;0;1;0
0;0;154;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;5;3;0;0;0;0;0;0;0;0
0;0;0;2;2;6;0;0;0;1;0;0;1;0
0;0;0;0;9;11;0;0;0;0;0;0;1;0
0;10;8;6;22;0;0;0;0;0;0;0;1;0
0;0;0;6;12;10;0;0;0;0;0;0;0;0
0;24;22;19;58;22;0;0;0;0;0;1;0;0
0;6;70;25;85;24;0;0;0;0;0;0;1;0
0;0;0;0;0;3;0;0;0;0;0;0;0;0
0;3;0;3;16;139;0;0;3;0;0;0;1;0
0;10;50;10;57;28;0;0;0;0;0;0;1;0
0;11;0;49;160;67;0;0;1;0;0;1;0;0
0;0;0;5;13;4;0;0;0;0;0;0;1;0
0;35;419;126;466;118;0;0;0;0;0;1;1;0
0;172;71;62;284;29;0;0;0;0;0;0;1;0
0;0;8;5;20;11;0;0;0;0;0;1;1;0
0;0;1;1;1;0;0;0;0;0;0;1;1;0
0;0;0;1;1;5;0;0;0;1;0;0;1;0
0;0;0;11;43;0;0;0;0;0;0;0;1;0
0;185;1912;558;1854;355;0;0;0;0;0;0;1;0
0;0;10;4;14;0;0;0;0;0;0;0;1;0
0;0;0;4;19;11;0;0;0;0;0;0;1;0
0;0;1;1;5;0;0;0;0;0;0;0;1;0
0;0;2;3;11;1;0;0;0;0;0;0;1;0
0;0;28;6;19;46;0;0;0;0;0;0;1;0
0;6;9;5;16;3;0;0;0;0;0;0;1;0
1;0;25;30;40;15;0;0;0;0;0;0;1;0
0;6;28;2;15;0;0;0;0;0;0;0;1;0
0;5;0;1;10;0;0;0;0;0;0;0;1;0
0;0;0;1;5;1;0;0;0;0;0;0;0;0
0;24;77;79;237;42;0;0;0;0;0;0;1;0
0;24;225;91;278;100;0;0;0;0;0;0;1;0
0;0;0;1;1;10;0;0;0;0;0;0;1;0
0;0;0;10;36;7;0;0;0;0;0;0;1;0
0;0;0;2;19;1;0;0;0;0;0;0;1;0
0;0;0;10;11;0;0;0;0;0;0;0;1;0
0;20;16;2;15;6;0;0;0;0;0;0;1;0
0;0;0;37;152;3;0;0;0;0;0;0;1;0
0;36;96;26;101;38;0;0;0;0;0;0;1;0
0;0;0;13;52;23;0;0;5;0;0;0;0;0
0;0;0;4;18;6;0;0;0;0;0;0;1;0
0;248;612;168;627;206;0;0;0;0;0;0;1;0
0;0;0;11;24;13;0;0;0;0;0;0;1;0
0;1;0;1;2;3;0;0;0;0;0;0;1;0
0;0;0;7;29;1;0;0;0;1;0;0;1;0
0;0;0;1;9;39;0;0;0;0;0;0;1;0
0;0;0;0;30;73;0;0;0;0;0;0;1;0
0;4;482;465;1204;133;0;0;0;0;0;0;1;0
0;0;0;2;10;3;0;0;0;1;0;0;1;0
0;0;101;15;101;64;0;0;0;0;0;0;1;0
0;10;135;37;145;51;0;0;0;0;0;0;1;0
0;0;0;6;9;0;0;0;0;1;0;0;1;0
0;0;0;22;58;7;0;0;0;0;0;0;1;0
0;0;80;6;30;23;0;0;0;0;0;0;1;0
0;40;1348;323;944;306;0;0;0;0;0;0;1;0
0;214;1463;497;1465;343;0;0;1;0;0;0;1;0
0;2;43;17;47;38;0;0;0;0;0;0;1;0
0;0;0;19;29;5;0;0;0;0;0;0;1;0
0;3;10;13;37;25;0;0;0;0;0;0;1;0
0;0;0;0;4;9;0;0;0;0;0;0;1;0
0;0;0;2;6;5;0;0;0;1;0;1;0;0
0;0;0;30;82;10;0;0;0;0;0;0;1;0
0;0;450;129;435;283;0;0;0;0;0;0;1;0
0;27;1350;393;1256;436;0;0;0;0;0;0;1;0
0;1;0;35;94;53;0;0;0;0;0;0;1;0
0;37;0;93;406;125;0;0;0;0;0;0;1;0
0;0;0;1;13;2;0;0;0;0;0;0;1;0
0;11;0;21;87;39;0;0;0;0;0;0;1;0
0;12;0;20;54;35;0;0;0;0;0;0;1;0
0;0;610;148;490;304;0;0;0;0;0;0;1;0
0;1;576;99;400;148;0;0;0;0;0;0;1;0
0;134;866;448;1078;418;0;0;9;0;0;1;1;0
0;4;115;25;80;58;0;0;0;0;0;0;1;0
0;0;60;38;105;46;0;0;0;0;0;0;1;0
0;0;0;0;3;5;0;0;0;1;0;0;0;0
0;0;180;40;122;244;0;0;0;0;0;0;1;0
0;11;49;10;36;8;0;0;0;0;0;0;1;0
0;18;150;76;207;132;0;0;0;0;0;0;1;0
0;27;27;11;48;26;0;0;0;0;0;0;1;0
0;0;11;9;43;12;0;0;0;0;0;0;1;0
0;0;2;2;7;1;0;0;0;0;0;0;1;0
0;40;323;70;201;86;0;0;0;0;0;0;1;0
0;0;385;36;131;59;0;0;0;0;0;0;1;0
0;59;222;47;184;97;0;0;0;0;0;0;1;0
0;3;0;6;16;14;0;0;0;1;0;0;1;0
0;6;8;5;15;15;0;0;0;0;0;0;1;0
0;4;0;41;142;53;0;0;0;0;0;0;1;0
0;0;0;32;71;0;0;0;0;0;0;0;1;0
0;0;10;2;6;0;0;0;0;0;0;0;1;0
0;0;0;10;27;0;0;0;0;1;0;0;0;0
0;0;14;4;15;0;0;0;0;0;0;0;1;0
0;0;2;1;3;0;0;0;0;1;0;0;1;0
0;0;0;3;9;4;0;0;0;0;0;0;1;0
0;0;200;70;199;61;0;0;0;0;0;0;1;0
0;7;172;37;120;62;0;0;0;0;0;0;1;0
0;0;0;17;162;1;0;0;0;0;0;0;1;0
0;24;320;76;340;138;0;0;0;0;0;0;1;0
0;0;0;38;109;49;0;0;0;0;0;0;1;0
0;2;1;0;1;2;0;0;0;0;0;0;1;0
0;0;540;115;436;147;0;0;0;0;0;0;1;0
0;72;84;15;119;33;0;0;0;0;0;0;1;0
0;0;54;0;0;0;0;0;0;0;0;0;1;0
0;11;250;22;97;21;0;0;0;0;0;0;1;0
0;0;0;4;24;0;0;0;0;1;0;0;1;0
0;4;40;8;33;19;0;0;0;0;0;0;1;0
0;8;0;1;2;1;0;0;0;1;0;0;1;0
0;0;10;4;10;50;0;0;0;0;0;0;1;0
0;0;800;0;0;0;0;0;0;0;0;1;1;0
0;0;0;2;9;5;0;0;0;0;0;1;1;0
0;1;19;4;9;4;0;0;0;0;0;0;1;0
0;0;0;6;20;8;0;0;0;1;0;0;1;0
0;0;0;15;45;76;0;0;0;0;0;0;1;0
0;0;0;4;20;13;0;0;0;0;0;0;1;0
0;5;0;1;4;2;0;0;0;0;0;0;1;0
0;0;0;1;4;2;0;0;0;1;0;1;1;0
0;11771;16800;3904;13312;3514;0;0;0;0;0;0;1;0
0;0;0;4;10;3;0;0;0;1;0;0;1;0
0;190;3400;640;2510;867;0;0;0;0;0;0;1;0
0;0;0;4;15;6;0;0;0;0;0;0;1;0
0;1;6;0;5;0;0;0;0;0;0;0;1;0
0;0;30;26;80;34;0;0;0;0;0;0;1;0
0;0;18;6;19;2;0;0;0;0;0;0;1;0
0;20;0;7;18;8;0;0;0;0;0;1;1;0
0;0;5;3;5;5;0;0;0;0;0;1;1;0
0;0;20;13;59;63;0;0;0;0;0;0;0;0
0;0;18;2;14;10;0;0;0;0;0;0;1;0
0;0;178;26;100;47;0;0;0;0;0;1;1;0
0;165;324;98;302;79;0;0;0;0;0;0;1;0
0;0;1;0;2;1;0;0;0;0;0;0;1;0
0;4;0;11;23;62;0;0;0;0;0;0;1;0
0;0;15;4;16;53;0;0;0;0;0;0;1;0
0;0;1;1;6;3;0;0;0;0;0;0;1;0
0;19;50;12;43;37;0;0;0;0;0;0;1;0
0;0;2;0;2;3;0;0;0;0;0;0;1;0
0;1;15;19;41;34;0;0;0;0;0;0;1;0
0;0;6;1;7;2;0;0;0;0;0;1;1;0
0;0;48;10;81;33;0;0;1;0;0;0;1;0
0;0;41;8;29;24;0;0;0;0;0;0;1;0
0;0;11;1;21;6;0;0;0;0;0;0;1;0
0;0;0;1;6;0;0;0;0;1;0;0;1;0
0;2124;37620;18204;59520;6408;0;0;0;0;0;0;1;0
0;60;0;18;46;27;0;0;0;0;0;0;0;0
0;1;12;1;16;2;0;0;0;0;0;0;1;0
0;46;807;499;973;759;0;0;0;0;0;0;1;0
0;3;120;15;47;24;0;0;0;0;0;0;1;0
0;0;73;24;71;22;0;0;0;0;0;0;1;0
0;17;14;9;28;21;0;0;0;0;0;0;1;0
0;89;111;29;90;63;0;0;0;0;0;0;1;0
0;0;16;2;12;31;0;0;0;0;0;0;1;0
0;12;148;0;2;0;0;0;0;1;0;0;0;0
0;27;600;95;299;58;0;0;0;0;0;0;1;0
0;0;40;0;0;1;0;0;0;1;0;0;0;0
0;0;0;5;12;7;0;0;0;0;0;0;1;0
0;10;33;8;45;33;0;0;0;0;0;0;1;0
0;0;7;0;0;0;0;0;0;0;0;1;1;0
0;1;0;48;121;89;0;0;0;0;0;0;1;0
0;0;6;4;15;14;0;0;0;0;0;0;1;0
0;10;73;8;70;49;0;0;7;0;0;0;1;0
0;6;0;172;785;155;0;0;0;0;0;0;1;0
0;0;0;14;22;0;0;0;0;0;0;0;1;0
0;0;0;1;5;0;0;0;0;1;0;1;1;0
0;0;2;0;2;0;0;0;0;0;0;1;1;0
0;0;12;4;14;13;0;0;0;0;0;0;1;0
0;16;336;87;247;54;0;0;0;0;0;0;1;0
0;2;0;2;8;3;0;0;0;0;0;1;1;0
0;63;161;78;360;102;0;0;0;0;0;0;1;0
0;35;0;78;294;97;0;0;0;0;0;1;0;0
0;38;223;87;278;50;0;0;0;0;0;0;1;0
0;0;0;35;111;24;0;0;0;0;0;0;1;0
0;0;1;0;2;0;0;0;0;0;0;1;1;0
0;0;70;15;61;0;0;0;0;0;0;0;1;0
0;0;0;0;1400;1291;0;0;0;0;0;0;1;0
0;341;1000;247;1212;309;0;0;17;0;0;0;1;0
0;5;33;28;79;25;0;0;0;0;0;0;1;0
0;2;1;0;0;1;0;0;0;1;0;0;1;0
0;0;0;426;1281;373;0;0;0;0;0;0;1;0
0;6;0;18;62;15;0;0;0;0;0;0;1;0
0;9;190;52;209;40;0;0;1;0;0;0;1;0
0;5;150;50;93;44;0;0;0;0;0;0;1;0
0;0;46;0;0;14;0;0;0;0;0;0;1;0
0;0;8;5;25;0;0;0;0;0;0;0;1;0
0;836;1920;567;2103;604;0;0;0;0;0;0;1;0
0;0;17;13;24;5;0;0;0;0;0;0;1;0
0;25;215;93;248;60;0;0;0;0;0;0;1;0
0;0;24;11;29;20;0;0;0;0;0;0;1;0
0;0;125;27;144;22;0;0;0;0;0;0;1;0
0;231;1849;471;1557;618;0;0;0;0;0;0;1;0
0;0;0;0;100;1;0;0;0;0;0;1;1;0
0;0;30;4;19;0;0;0;0;0;0;0;1;0
0;3;47;17;67;48;0;0;0;0;0;0;1;0
0;0;0;2;9;0;0;0;0;0;0;1;1;0
0;48;216;57;244;91;0;0;0;0;0;1;1;0
0;5;40;15;40;21;0;0;0;0;0;0;1;0
0;5;0;1;7;0;0;0;0;0;0;1;1;0
0;0;9;2;7;0;0;0;0;0;0;0;1;0
0;0;40;4;17;2;0;0;0;0;0;0;0;0
0;0;11;2;10;0;0;0;0;0;0;0;1;0
0;0;0;2;5;2;0;0;0;0;0;0;1;0
